DTA-Tag	TT-Tag	MM-TAg	Perceptron-Tag	Lemma	newtag	Prefix	Wort	Suffix	Sentence_neighborhood	sentence_index	index	filename
PRF	PRF		PRF	dich		Den so einen mus man herschlahgen als wie dich und fileichd erwiesche ich eine bassende Gelehgenheid und lase Dich herum mit einen Oxenfisel das dier die Lumberei fileichd ferget , so lase ich	dich	herum du hunzheitener Batsi .	begient es weiter drohben beim Main .Den so einen mus man herschlahgen als wie dich und fileichd erwiesche ich eine bassende Gelehgenheid und lase Dich herum mit einen Oxenfisel das dier die Lumberei fileichd ferget , so lase ich dich herum du hunzheitener Batsi .Eigenlich begient das Ausland ieber der Dohnau	164	33	104520-Thoma__Ludwig.tsv
PRF	PRF		PRF	mich		über welches abgelaufene Zeitalter schwebte ihr Geist – auf welcher Staffel der Vergangenheit mußte sie	mich	stehen sehen , als ihre ausgestreckte Hand mir das Bild des sterbenden Heilandes mit der herzzerreißenden Frage vorhielt : Nun diesen Fittich senkt , und kindisch sich verweilt , Auf einen Hügel hebt , Wie sie den bescheidnen Wänden Auf Blumen schwebend sich nur von ihrem Aushauche nährt .	So höre wenigstens mich ihr nachlallen .über welches abgelaufene Zeitalter schwebte ihr Geist – auf welcher Staffel der Vergangenheit mußte sie mich stehen sehen , als ihre ausgestreckte Hand mir das Bild des sterbenden Heilandes mit der herzzerreißenden Frage vorhielt : Nun diesen Fittich senkt , und kindisch sich verweilt , Auf einen Hügel hebt , Wie sie den bescheidnen Wänden Auf Blumen schwebend sich nur von ihrem Aushauche nährt .die geübtesten Wortführer der Natur würden daran	915	15	104263-Th_mmel__Moritz_August_von.tsv
PRF	PPER		PPER	mich		« » Das mußt du	mir	sofort erzählen !	im Cirkus singt : » Hm !« » Das mußt du mir sofort erzählen !Wenn een Wort da ist , so	5115	5	79304-May__Karl.tsv
PRF	PPER		PRF	mich		Du wirst dich gewiß erinnern , daß ich gestern schon fort mußte , ehe ich mit dem Mittagessen halb fertig war , und daß es	mir	am Tag vorher ganz übel wurde , weil ich halbgares Kalbfleisch mit aller Hast herunterschlingen mußte .	war , ein Ehemann zu werden .Du wirst dich gewiß erinnern , daß ich gestern schon fort mußte , ehe ich mit dem Mittagessen halb fertig war , und daß es mir am Tag vorher ganz übel wurde , weil ich halbgares Kalbfleisch mit aller Hast herunterschlingen mußte .» Ich werde dann an weiter nichts	4802	25	22325-Dickens__Charles.tsv
PRF	PRF		PRF	sich		Wie aufmerksam diese Sammler auf den Mist der Pferde und Maultiere sind , läßt	sich	denken .	kann ohne einen solchen Esel bestehen .Wie aufmerksam diese Sammler auf den Mist der Pferde und Maultiere sind , läßt sich denken .Zwei große biegsame Körbe hängen auf dem	2605	14	32620-Goethe__Johann_Wolfgang.tsv
PRF	PRF		PRF	sich		Lange , nachdem sie Frau geworden , hatte sie nicht verstanden , woher ihr gegen den Mann , den sie frei gewählt hatte , wie er sie , oftmals dieses grollende Gefühl kam , dieser sprungbereite Haß , der	sich	in tausend kleinen Szenen entlud , – da es zur großen Aussprache zwischen ihnen niemals kam , – der hundert eingebildete und konstruierte Vorwände heftiger Entladungen er fand , – bis der wahre Grund ihrer geheimen Feindschaft , ihrem bohrenden Spähen , ihrer wachgehetzten Weibheit klargeworden war : die Versprechungen ihres Körpers schienen für diesen Mann erfüllt .	, welche Juden untereinander oft abstößt .Lange , nachdem sie Frau geworden , hatte sie nicht verstanden , woher ihr gegen den Mann , den sie frei gewählt hatte , wie er sie , oftmals dieses grollende Gefühl kam , dieser sprungbereite Haß , der sich in tausend kleinen Szenen entlud , – da es zur großen Aussprache zwischen ihnen niemals kam , – der hundert eingebildete und konstruierte Vorwände heftiger Entladungen er fand , – bis der wahre Grund ihrer geheimen Feindschaft , ihrem bohrenden Spähen , ihrer wachgehetzten Weibheit klargeworden war : die Versprechungen ihres Körpers schienen für diesen Mann erfüllt .Und Frau Edda fuhr dahin , Einkäufe	5360	39	79543-Meisel_Hess__Grete.tsv
PRF	PRF		PRF	sich		Er benahm	sich	wie einer , der nicht gehört haben will , und sagte : » Willst du für deinen Buben das Erbgut aufrecht halten , so mußt du für ihn zur Holdenwehr im Winter einen Ersatzmann stellen .	Der Heiner macht schon alles .Er benahm sich wie einer , der nicht gehört haben will , und sagte : » Willst du für deinen Buben das Erbgut aufrecht halten , so mußt du für ihn zur Holdenwehr im Winter einen Ersatzmann stellen .Da geh mit dem Jakob vom Käser	4783	2	27055-Ganghofer__Ludwig.tsv
PRF	PRF		PRF	sich		Nie mochte sie ihre Schmerzen in den Busen eines andern ergossen haben ; alles barg sie tief in	sich	.	Ich sah sie auch niemals lächeln .Nie mochte sie ihre Schmerzen in den Busen eines andern ergossen haben ; alles barg sie tief in sich .Wir sind alte Freunde und müssen gegenseitig	969	18	106903-Turgenev__Ivan_Sergeevi_.tsv
PRF	PRF		PRF	sich		Wo die Fichten	sich	beugten wie Rohr , was sollte man da nicht kreideweiße Gesichter sehen und von den blassen Lippen Stoßgebete murmeln und die Heiligen angerufen hören .	, wie ein Schneetreiben flog es .Wo die Fichten sich beugten wie Rohr , was sollte man da nicht kreideweiße Gesichter sehen und von den blassen Lippen Stoßgebete murmeln und die Heiligen angerufen hören .Die eine Wand des letzten Zeltes war	3103	3	965-Alexis__Willibald.tsv
PRF	PRF		PRF	sich		Während der Abwesenheit Bardiks hatte ein Haufen Männer , welche	sich	die Dunkelheit zu nutze machten , Alles binnen wenig Stunden zerstört .	einen Hammer und zertrümmerte die Sparbüchse .Während der Abwesenheit Bardiks hatte ein Haufen Männer , welche sich die Dunkelheit zu nutze machten , Alles binnen wenig Stunden zerstört .Jedenfalls wollte er über die Sache in's	534	10	107513-Verne__Jules.tsv
PRF	PRF		PRF	sich		In diesem Augenblick beugte	sich	Onkel Prudent ein wenig über die Reeling , öffnete die Hand und ließ die Dose fallen .	Omaha den seltsamen Apparat wahrgenommen haben .In diesem Augenblick beugte sich Onkel Prudent ein wenig über die Reeling , öffnete die Hand und ließ die Dose fallen .Das war sehr kühn , doch gleichzeitig	1285	4	107516-Verne__Jules.tsv
PRF	PRF		PRF	sich		« » So sprecht Ihr vernünftig « , erwiderte die Alte , trug den Teppich zur Schwelle der Türe , und setzte	sich	dort nieder , ihm den Ausgang versperrend .	der Gebieter die kluge Gefälligkeit hatte .« » So sprecht Ihr vernünftig « , erwiderte die Alte , trug den Teppich zur Schwelle der Türe , und setzte sich dort nieder , ihm den Ausgang versperrend .Niemand fühlte die Bewegung , die den	3154	22	64594-Immermann__Karl.tsv
PRF	PRF		PRF	sich		105 Dann er macht die gleich in einer guldenen Ketten solcher seltzame weiß von weitem herauß gehen / daß sie in sein Hand / wie sie ein ansehen hatte /	sich	erstreckten / vnn gleichwol die Kett hernachgehends vberall gantz befunden ward .	/ vnnd noch in Leben ist .105 Dann er macht die gleich in einer guldenen Ketten solcher seltzame weiß von weitem herauß gehen / daß sie in sein Hand / wie sie ein ansehen hatte / sich erstreckten / vnn gleichwol die Kett hernachgehends vberall gantz befunden ward .Nach fůnff Stunden / als sie wider	2072	30	14106-Bodin__Jean.tsv
PRF	PRF		PRF	sich		« Und es reißt der Räuberhauptmann den Schlüsselbund aus Hermanns Hand und macht	sich	damit rasselnd beim Brette zu schaffen .	Weshalb hält mr den gfange ?« Und es reißt der Räuberhauptmann den Schlüsselbund aus Hermanns Hand und macht sich damit rasselnd beim Brette zu schaffen .Waas ischt mit dem ?	8400	13	110544-Wille__Bruno.tsv
PRF	PRF		PRF	sich		die Natur bindet	sich	jedoch nirgends an diese Regel .	nicht einer jener Heldentugenden fähig sein .die Natur bindet sich jedoch nirgends an diese Regel .Die beherzten Räuberbanden in Griechenland und Latium	40	3	26878-Forster__Georg.tsv
